optimizer,Num of Layers,Epoch,Batch Size,Learning Rate,Validation Accuracy,Validation Loss,Samples
Adam,152,2,32,0.01,0.1189,2.3356,"Adam, 152, 2, 32, 0.01"
Adam,152,4,32,0.01,0.1234,2.3278,"Adam, 152, 4, 32, 0.01"
Adam,152,6,32,0.01,0.1301,2.3156,"Adam, 152, 6, 32, 0.01"
Adam,152,8,32,0.01,0.139,2.2989,"Adam, 152, 8, 32, 0.01"
Adam,152,10,32,0.01,0.1501,2.2778,"Adam, 152, 10, 32, 0.01"
Adam,152,30,32,0.01,0.2356,2.0389,"Adam, 152, 30, 32, 0.01"
Adam,152,50,32,0.01,0.3012,1.8389,"Adam, 152, 50, 32, 0.01"
Adam,152,70,32,0.01,0.3578,1.6789,"Adam, 152, 70, 32, 0.01"
Adam,152,90,32,0.01,0.4045,1.5567,"Adam, 152, 90, 32, 0.01"
Adam,152,110,32,0.01,0.4412,1.4734,"Adam, 152, 110, 32, 0.01"
Adam,152,1,64,0.01,0.1189,2.3356,"Adam, 152, 1, 64, 0.01"
Adam,152,2,64,0.01,0.1212,2.3323,"Adam, 152, 2, 64, 0.01"
Adam,152,4,64,0.01,0.1256,2.3245,"Adam, 152, 4, 64, 0.01"
Adam,152,6,64,0.01,0.1323,2.3123,"Adam, 152, 6, 64, 0.01"
Adam,152,8,64,0.01,0.1412,2.2956,"Adam, 152, 8, 64, 0.01"
Adam,152,10,64,0.01,0.1523,2.2745,"Adam, 152, 10, 64, 0.01"
Adam,152,30,64,0.01,0.2378,2.0356,"Adam, 152, 30, 64, 0.01"
Adam,152,50,64,0.01,0.3034,1.8356,"Adam, 152, 50, 64, 0.01"
Adam,152,70,64,0.01,0.3601,1.6756,"Adam, 152, 70, 64, 0.01"
Adam,152,90,64,0.01,0.4067,1.5534,"Adam, 152, 90, 64, 0.01"
Adam,152,110,64,0.01,0.4434,1.4712,"Adam, 152, 110, 64, 0.01"
RMSprop,152,1,8,0.001,0.3762,1.9843,"RMSprop, 152, 1, 8, 0.001"
RMSprop,152,2,8,0.001,0.4331,1.8557,"RMSprop, 152, 2, 8, 0.001"
RMSprop,152,4,8,0.001,0.4974,1.7352,"RMSprop, 152, 4, 8, 0.001"
RMSprop,152,6,8,0.001,0.5598,1.6218,"RMSprop, 152, 6, 8, 0.001"
RMSprop,152,8,8,0.001,0.6182,1.5155,"RMSprop, 152, 8, 8, 0.001"
RMSprop,152,10,8,0.001,0.6705,1.4163,"RMSprop, 152, 10, 8, 0.001"
RMSprop,152,30,8,0.001,0.9642,0.6321,"RMSprop, 152, 30, 8, 0.001"
RMSprop,152,50,8,0.001,0.9814,0.5128,"RMSprop, 152, 50, 8, 0.001"
RMSprop,152,70,8,0.001,0.9907,0.4423,"RMSprop, 152, 70, 8, 0.001"
RMSprop,152,90,8,0.001,0.9956,0.3932,"RMSprop, 152, 90, 8, 0.001"
RMSprop,152,110,8,0.001,0.9981,0.3579,"RMSprop, 152, 110, 8, 0.001"
RMSprop,152,1,16,0.001,0.3962,1.9653,"RMSprop, 152, 1, 16, 0.001"
RMSprop,152,2,16,0.001,0.4531,1.8367,"RMSprop, 152, 2, 16, 0.001"
RMSprop,152,4,16,0.001,0.5174,1.7162,"RMSprop, 152, 4, 16, 0.001"
RMSprop,152,6,16,0.001,0.5798,1.6028,"RMSprop, 152, 6, 16, 0.001"
RMSprop,152,8,16,0.001,0.6382,1.4965,"RMSprop, 152, 8, 16, 0.001"
RMSprop,152,10,16,0.001,0.6905,1.3973,"RMSprop, 152, 10, 16, 0.001"
RMSprop,152,30,16,0.001,0.9842,0.6131,"RMSprop, 152, 30, 16, 0.001"
RMSprop,152,50,16,0.001,0.9914,0.4938,"RMSprop, 152, 50, 16, 0.001"
RMSprop,152,70,16,0.001,0.9957,0.4233,"RMSprop, 152, 70, 16, 0.001"
RMSprop,152,90,16,0.001,0.9976,0.3742,"RMSprop, 152, 90, 16, 0.001"
RMSprop,152,110,16,0.001,0.9989,0.3389,"RMSprop, 152, 110, 16, 0.001"
RMSprop,152,1,32,0.001,0.4162,1.9453,"RMSprop, 152, 1, 32, 0.001"
RMSprop,152,2,32,0.001,0.4731,1.8167,"RMSprop, 152, 2, 32, 0.001"
RMSprop,152,4,32,0.001,0.5374,1.6962,"RMSprop, 152, 4, 32, 0.001"
RMSprop,152,6,32,0.001,0.5998,1.5828,"RMSprop, 152, 6, 32, 0.001"
RMSprop,152,8,32,0.001,0.6582,1.4765,"RMSprop, 152, 8, 32, 0.001"
RMSprop,152,10,32,0.001,0.7105,1.3773,"RMSprop, 152, 10, 32, 0.001"
RMSprop,152,30,32,0.001,0.9942,0.5931,"RMSprop, 152, 30, 32, 0.001"
RMSprop,152,50,32,0.001,0.9971,0.4738,"RMSprop, 152, 50, 32, 0.001"
RMSprop,152,70,32,0.001,0.9987,0.4033,"RMSprop, 152, 70, 32, 0.001"
RMSprop,152,90,32,0.001,0.9992,0.3542,"RMSprop, 152, 90, 32, 0.001"
RMSprop,152,110,32,0.001,0.9996,0.3189,"RMSprop, 152, 110, 32, 0.001"
RMSprop,152,1,64,0.001,0.4362,1.9253,"RMSprop, 152, 1, 64, 0.001"
RMSprop,152,2,64,0.001,0.4931,1.7967,"RMSprop, 152, 2, 64, 0.001"
RMSprop,152,4,64,0.001,0.5574,1.6762,"RMSprop, 152, 4, 64, 0.001"
RMSprop,152,6,64,0.001,0.6198,1.5628,"RMSprop, 152, 6, 64, 0.001"
RMSprop,152,8,64,0.001,0.6782,1.4565,"RMSprop, 152, 8, 64, 0.001"
RMSprop,152,10,64,0.001,0.7305,1.3573,"RMSprop, 152, 10, 64, 0.001"
RMSprop,152,30,64,0.001,0.9942,0.5731,"RMSprop, 152, 30, 64, 0.001"
RMSprop,152,50,64,0.001,0.9971,0.4538,"RMSprop, 152, 50, 64, 0.001"
RMSprop,152,70,64,0.001,0.9987,0.3833,"RMSprop, 152, 70, 64, 0.001"
RMSprop,152,90,64,0.001,0.9992,0.3342,"RMSprop, 152, 90, 64, 0.001"
RMSprop,152,110,64,0.001,0.9996,0.2989,"RMSprop, 152, 110, 64, 0.001"
RMSprop,152,1,8,0.0025,0.4376,1.9187,"RMSprop, 152, 1, 8, 0.0025"
RMSprop,152,2,8,0.0025,0.5043,1.7882,"RMSprop, 152, 2, 8, 0.0025"
RMSprop,152,4,8,0.0025,0.5774,1.6682,"RMSprop, 152, 4, 8, 0.0025"
RMSprop,152,6,8,0.0025,0.6488,1.5563,"RMSprop, 152, 6, 8, 0.0025"
RMSprop,152,8,8,0.0025,0.7162,1.4525,"RMSprop, 152, 8, 8, 0.0025"
RMSprop,152,10,8,0.0025,0.7795,1.3568,"RMSprop, 152, 10, 8, 0.0025"
RMSprop,152,30,8,0.0025,0.9971,0.5342,"RMSprop, 152, 30, 8, 0.0025"
RMSprop,152,50,8,0.0025,0.9992,0.4147,"RMSprop, 152, 50, 8, 0.0025"
RMSprop,152,70,8,0.0025,0.9997,0.3442,"RMSprop, 152, 70, 8, 0.0025"
RMSprop,152,90,8,0.0025,0.9999,0.3031,"RMSprop, 152, 90, 8, 0.0025"
RMSprop,152,110,8,0.0025,0.9999,0.273,"RMSprop, 152, 110, 8, 0.0025"
RMSprop,152,1,16,0.0025,0.4476,1.9087,"RMSprop, 152, 1, 16, 0.0025"
RMSprop,152,2,16,0.0025,0.5143,1.7782,"RMSprop, 152, 2, 16, 0.0025"
RMSprop,152,4,16,0.0025,0.5874,1.6582,"RMSprop, 152, 4, 16, 0.0025"
RMSprop,152,6,16,0.0025,0.6588,1.5463,"RMSprop, 152, 6, 16, 0.0025"
RMSprop,152,8,16,0.0025,0.7262,1.4425,"RMSprop, 152, 8, 16, 0.0025"
RMSprop,152,10,16,0.0025,0.7895,1.3468,"RMSprop, 152, 10, 16, 0.0025"
RMSprop,152,30,16,0.0025,0.9971,0.5242,"RMSprop, 152, 30, 16, 0.0025"
RMSprop,152,50,16,0.0025,0.9992,0.4047,"RMSprop, 152, 50, 16, 0.0025"
RMSprop,152,70,16,0.0025,0.9997,0.3342,"RMSprop, 152, 70, 16, 0.0025"
RMSprop,152,90,16,0.0025,0.9999,0.2931,"RMSprop, 152, 90, 16, 0.0025"
RMSprop,152,110,16,0.0025,0.9999,0.263,"RMSprop, 152, 110, 16, 0.0025"
RMSprop,152,1,32,0.0025,0.4576,1.8987,"RMSprop, 152, 1, 32, 0.0025"
RMSprop,152,2,32,0.0025,0.5243,1.7682,"RMSprop, 152, 2, 32, 0.0025"
RMSprop,152,4,32,0.0025,0.5974,1.6482,"RMSprop, 152, 4, 32, 0.0025"
RMSprop,152,6,32,0.0025,0.6688,1.5363,"RMSprop, 152, 6, 32, 0.0025"
RMSprop,152,8,32,0.0025,0.7362,1.4325,"RMSprop, 152, 8, 32, 0.0025"
RMSprop,152,10,32,0.0025,0.7995,1.3368,"RMSprop, 152, 10, 32, 0.0025"
RMSprop,152,30,32,0.0025,0.9971,0.5142,"RMSprop, 152, 30, 32, 0.0025"
RMSprop,152,50,32,0.0025,0.9992,0.3947,"RMSprop, 152, 50, 32, 0.0025"
RMSprop,152,70,32,0.0025,0.9997,0.3242,"RMSprop, 152, 70, 32, 0.0025"
RMSprop,152,90,32,0.0025,0.9999,0.2831,"RMSprop, 152, 90, 32, 0.0025"
RMSprop,152,110,32,0.0025,0.9999,0.253,"RMSprop, 152, 110, 32, 0.0025"
RMSprop,152,1,64,0.0025,0.4776,1.8887,"RMSprop, 152, 1, 64, 0.0025"
RMSprop,152,2,64,0.0025,0.5443,1.7582,"RMSprop, 152, 2, 64, 0.0025"
RMSprop,152,4,64,0.0025,0.6174,1.6382,"RMSprop, 152, 4, 64, 0.0025"
RMSprop,152,6,64,0.0025,0.6888,1.5263,"RMSprop, 152, 6, 64, 0.0025"
RMSprop,152,8,64,0.0025,0.7562,1.4225,"RMSprop, 152, 8, 64, 0.0025"
RMSprop,152,10,64,0.0025,0.8195,1.3268,"RMSprop, 152, 10, 64, 0.0025"
RMSprop,152,30,64,0.0025,0.9971,0.5042,"RMSprop, 152, 30, 64, 0.0025"
RMSprop,152,50,64,0.0025,0.9992,0.3847,"RMSprop, 152, 50, 64, 0.0025"
RMSprop,152,70,64,0.0025,0.9997,0.3142,"RMSprop, 152, 70, 64, 0.0025"
RMSprop,152,90,64,0.0025,0.9999,0.2731,"RMSprop, 152, 90, 64, 0.0025"
RMSprop,152,110,64,0.0025,0.9999,0.243,"RMSprop, 152, 110, 64, 0.0025"
RMSprop,152,1,8,0.005,0.5823,1.6542,"RMSprop, 152, 1, 8, 0.005"
RMSprop,152,2,8,0.005,0.6721,1.4067,"RMSprop, 152, 2, 8, 0.005"
RMSprop,152,4,8,0.005,0.7539,1.1734,"RMSprop, 152, 4, 8, 0.005"
RMSprop,152,6,8,0.005,0.8234,0.9721,"RMSprop, 152, 6, 8, 0.005"
RMSprop,152,8,8,0.005,0.8781,0.8118,"RMSprop, 152, 8, 8, 0.005"
RMSprop,152,10,8,0.005,0.9189,0.7026,"RMSprop, 152, 10, 8, 0.005"
RMSprop,152,30,8,0.005,0.9946,0.2234,"RMSprop, 152, 30, 8, 0.005"
RMSprop,152,50,8,0.005,0.9983,0.1421,"RMSprop, 152, 50, 8, 0.005"
RMSprop,152,70,8,0.005,0.9994,0.1018,"RMSprop, 152, 70, 8, 0.005"
RMSprop,152,90,8,0.005,0.9998,0.0816,"RMSprop, 152, 90, 8, 0.005"
RMSprop,152,110,8,0.005,0.9999,0.0695,"RMSprop, 152, 110, 8, 0.005"
RMSprop,152,1,16,0.005,0.5923,1.6342,"RMSprop, 152, 1, 16, 0.005"
RMSprop,152,2,16,0.005,0.6821,1.3867,"RMSprop, 152, 2, 16, 0.005"
RMSprop,152,4,16,0.005,0.7639,1.1534,"RMSprop, 152, 4, 16, 0.005"
RMSprop,152,6,16,0.005,0.8334,0.9521,"RMSprop, 152, 6, 16, 0.005"
RMSprop,152,8,16,0.005,0.8881,0.7918,"RMSprop, 152, 8, 16, 0.005"
RMSprop,152,10,16,0.005,0.9289,0.6826,"RMSprop, 152, 10, 16, 0.005"
RMSprop,152,30,16,0.005,0.9946,0.2134,"RMSprop, 152, 30, 16, 0.005"
RMSprop,152,50,16,0.005,0.9983,0.1321,"RMSprop, 152, 50, 16, 0.005"
RMSprop,152,70,16,0.005,0.9994,0.0918,"RMSprop, 152, 70, 16, 0.005"
RMSprop,152,90,16,0.005,0.9998,0.0716,"RMSprop, 152, 90, 16, 0.005"
RMSprop,152,110,16,0.005,0.9999,0.0595,"RMSprop, 152, 110, 16, 0.005"
RMSprop,152,1,32,0.005,0.6023,1.6142,"RMSprop, 152, 1, 32, 0.005"
RMSprop,152,2,32,0.005,0.6921,1.3667,"RMSprop, 152, 2, 32, 0.005"
RMSprop,152,4,32,0.005,0.7739,1.1334,"RMSprop, 152, 4, 32, 0.005"
RMSprop,152,6,32,0.005,0.8434,0.9321,"RMSprop, 152, 6, 32, 0.005"
RMSprop,152,8,32,0.005,0.8981,0.7718,"RMSprop, 152, 8, 32, 0.005"
RMSprop,152,10,32,0.005,0.9389,0.6626,"RMSprop, 152, 10, 32, 0.005"
RMSprop,152,30,32,0.005,0.9946,0.1934,"RMSprop, 152, 30, 32, 0.005"
RMSprop,152,50,32,0.005,0.9983,0.1121,"RMSprop, 152, 50, 32, 0.005"
RMSprop,152,70,32,0.005,0.9994,0.0718,"RMSprop, 152, 70, 32, 0.005"
RMSprop,152,90,32,0.005,0.9998,0.0516,"RMSprop, 152, 90, 32, 0.005"
RMSprop,152,110,32,0.005,0.9999,0.0395,"RMSprop, 152, 110, 32, 0.005"
RMSprop,152,1,64,0.005,0.6223,1.5942,"RMSprop, 152, 1, 64, 0.005"
RMSprop,152,2,64,0.005,0.7121,1.3467,"RMSprop, 152, 2, 64, 0.005"
RMSprop,152,4,64,0.005,0.7939,1.1134,"RMSprop, 152, 4, 64, 0.005"
RMSprop,152,6,64,0.005,0.8634,0.9121,"RMSprop, 152, 6, 64, 0.005"
RMSprop,152,8,64,0.005,0.9181,0.7518,"RMSprop, 152, 8, 64, 0.005"
RMSprop,152,10,64,0.005,0.9589,0.6426,"RMSprop, 152, 10, 64, 0.005"
RMSprop,152,30,64,0.005,0.9946,0.1734,"RMSprop, 152, 30, 64, 0.005"
RMSprop,152,50,64,0.005,0.9983,0.0921,"RMSprop, 152, 50, 64, 0.005"
RMSprop,152,70,64,0.005,0.9994,0.0518,"RMSprop, 152, 70, 64, 0.005"
RMSprop,152,90,64,0.005,0.9998,0.0316,"RMSprop, 152, 90, 64, 0.005"
RMSprop,152,110,64,0.005,0.9999,0.0195,"RMSprop, 152, 110, 64, 0.005"
RMSprop,152,1,8,0.0075,0.1234,2.3467,"RMSprop, 152, 1, 8, 0.0075"
RMSprop,152,2,8,0.0075,0.2567,2.2345,"RMSprop, 152, 2, 8, 0.0075"
RMSprop,152,4,8,0.0075,0.389,2.1234,"RMSprop, 152, 4, 8, 0.0075"
RMSprop,152,6,8,0.0075,0.5213,2.0123,"RMSprop, 152, 6, 8, 0.0075"
RMSprop,152,8,8,0.0075,0.6536,1.9012,"RMSprop, 152, 8, 8, 0.0075"
RMSprop,152,10,8,0.0075,0.7869,1.7901,"RMSprop, 152, 10, 8, 0.0075"
RMSprop,152,30,8,0.0075,0.9987,0.4567,"RMSprop, 152, 30, 8, 0.0075"
RMSprop,152,50,8,0.0075,0.9998,0.3456,"RMSprop, 152, 50, 8, 0.0075"
RMSprop,152,70,8,0.0075,0.9999,0.2345,"RMSprop, 152, 70, 8, 0.0075"
RMSprop,152,90,8,0.0075,0.9999,0.1234,"RMSprop, 152, 90, 8, 0.0075"
RMSprop,152,110,8,0.0075,1,0.0123,"RMSprop, 152, 110, 8, 0.0075"
RMSprop,152,1,16,0.0075,0.1434,2.3267,"RMSprop, 152, 1, 16, 0.0075"
RMSprop,152,2,16,0.0075,0.2767,2.2145,"RMSprop, 152, 2, 16, 0.0075"
RMSprop,152,4,16,0.0075,0.409,2.1034,"RMSprop, 152, 4, 16, 0.0075"
RMSprop,152,6,16,0.0075,0.5413,1.9923,"RMSprop, 152, 6, 16, 0.0075"
RMSprop,152,8,16,0.0075,0.6736,1.8812,"RMSprop, 152, 8, 16, 0.0075"
RMSprop,152,10,16,0.0075,0.8069,1.7701,"RMSprop, 152, 10, 16, 0.0075"
RMSprop,152,30,16,0.0075,0.9987,0.4367,"RMSprop, 152, 30, 16, 0.0075"
RMSprop,152,50,16,0.0075,0.9998,0.3256,"RMSprop, 152, 50, 16, 0.0075"
RMSprop,152,70,16,0.0075,0.9999,0.2145,"RMSprop, 152, 70, 16, 0.0075"
RMSprop,152,90,16,0.0075,0.9999,0.1034,"RMSprop, 152, 90, 16, 0.0075"
RMSprop,152,110,16,0.0075,1,0.0023,"RMSprop, 152, 110, 16, 0.0075"
RMSprop,152,1,32,0.0075,0.1634,2.3067,"RMSprop, 152, 1, 32, 0.0075"
RMSprop,152,2,32,0.0075,0.2967,2.1945,"RMSprop, 152, 2, 32, 0.0075"
RMSprop,152,4,32,0.0075,0.429,2.0834,"RMSprop, 152, 4, 32, 0.0075"
RMSprop,152,6,32,0.0075,0.5613,1.9723,"RMSprop, 152, 6, 32, 0.0075"
RMSprop,152,8,32,0.0075,0.6936,1.8612,"RMSprop, 152, 8, 32, 0.0075"
RMSprop,152,10,32,0.0075,0.8269,1.7501,"RMSprop, 152, 10, 32, 0.0075"
RMSprop,152,30,32,0.0075,0.9987,0.4167,"RMSprop, 152, 30, 32, 0.0075"
RMSprop,152,50,32,0.0075,0.9998,0.3056,"RMSprop, 152, 50, 32, 0.0075"
RMSprop,152,70,32,0.0075,0.9999,0.1945,"RMSprop, 152, 70, 32, 0.0075"
RMSprop,152,90,32,0.0075,0.9999,0.0834,"RMSprop, 152, 90, 32, 0.0075"
RMSprop,152,110,32,0.0075,1,0.0273,"RMSprop, 152, 110, 32, 0.0075"
RMSprop,152,1,64,0.0075,0.1834,2.2867,"RMSprop, 152, 1, 64, 0.0075"
RMSprop,152,2,64,0.0075,0.3167,2.1745,"RMSprop, 152, 2, 64, 0.0075"
RMSprop,152,4,64,0.0075,0.449,2.0634,"RMSprop, 152, 4, 64, 0.0075"
RMSprop,152,6,64,0.0075,0.5813,1.9523,"RMSprop, 152, 6, 64, 0.0075"
RMSprop,152,8,64,0.0075,0.7136,1.8412,"RMSprop, 152, 8, 64, 0.0075"
RMSprop,152,10,64,0.0075,0.8469,1.7301,"RMSprop, 152, 10, 64, 0.0075"
RMSprop,152,30,64,0.0075,0.9987,0.3967,"RMSprop, 152, 30, 64, 0.0075"
RMSprop,152,50,64,0.0075,0.9998,0.2856,"RMSprop, 152, 50, 64, 0.0075"
RMSprop,152,70,64,0.0075,0.9999,0.1745,"RMSprop, 152, 70, 64, 0.0075"
RMSprop,152,90,64,0.0075,0.9999,0.0634,"RMSprop, 152, 90, 64, 0.0075"
RMSprop,152,110,64,0.0075,1,0.0023,"RMSprop, 152, 110, 64, 0.0075"
RMSprop,152,1,8,0.01,0.1234,2.3467,"RMSprop, 152, 1, 8, 0.01"
RMSprop,152,2,8,0.01,0.2345,2.4567,"RMSprop, 152, 2, 8, 0.01"
RMSprop,152,4,8,0.01,0.3456,2.5678,"RMSprop, 152, 4, 8, 0.01"
RMSprop,152,6,8,0.01,0.4567,2.6789,"RMSprop, 152, 6, 8, 0.01"
RMSprop,152,8,8,0.01,0.5678,2.789,"RMSprop, 152, 8, 8, 0.01"
RMSprop,152,10,8,0.01,0.6789,2.9001,"RMSprop, 152, 10, 8, 0.01"
RMSprop,152,30,8,0.01,0.9012,2.1234,"RMSprop, 152, 30, 8, 0.01"
RMSprop,152,50,8,0.01,0.9123,1.9123,"RMSprop, 152, 50, 8, 0.01"
RMSprop,152,70,8,0.01,0.9234,1.7012,"RMSprop, 152, 70, 8, 0.01"
RMSprop,152,90,8,0.01,0.9345,1.4901,"RMSprop, 152, 90, 8, 0.01"
RMSprop,152,110,8,0.01,0.9456,1.279,"RMSprop, 152, 110, 8, 0.01"
RMSprop,152,1,16,0.01,0.1434,2.3267,"RMSprop, 152, 1, 16, 0.01"
RMSprop,152,2,16,0.01,0.2545,2.4367,"RMSprop, 152, 2, 16, 0.01"
RMSprop,152,4,16,0.01,0.3656,2.5468,"RMSprop, 152, 4, 16, 0.01"
RMSprop,152,6,16,0.01,0.4767,2.6579,"RMSprop, 152, 6, 16, 0.01"
RMSprop,152,8,16,0.01,0.5878,2.769,"RMSprop, 152, 8, 16, 0.01"
RMSprop,152,10,16,0.01,0.6989,2.8801,"RMSprop, 152, 10, 16, 0.01"
RMSprop,152,30,16,0.01,0.9212,2.1034,"RMSprop, 152, 30, 16, 0.01"
RMSprop,152,50,16,0.01,0.9323,1.8923,"RMSprop, 152, 50, 16, 0.01"
RMSprop,152,70,16,0.01,0.9434,1.6812,"RMSprop, 152, 70, 16, 0.01"
RMSprop,152,90,16,0.01,0.9545,1.4701,"RMSprop, 152, 90, 16, 0.01"
RMSprop,152,110,16,0.01,0.9656,1.259,"RMSprop, 152, 110, 16, 0.01"
RMSprop,152,1,32,0.01,0.1634,2.3067,"RMSprop, 152, 1, 32, 0.01"
RMSprop,152,2,32,0.01,0.2745,2.4167,"RMSprop, 152, 2, 32, 0.01"
RMSprop,152,4,32,0.01,0.3856,2.5268,"RMSprop, 152, 4, 32, 0.01"
RMSprop,152,6,32,0.01,0.4967,2.6379,"RMSprop, 152, 6, 32, 0.01"
RMSprop,152,8,32,0.01,0.6078,2.749,"RMSprop, 152, 8, 32, 0.01"
RMSprop,152,10,32,0.01,0.7189,2.8601,"RMSprop, 152, 10, 32, 0.01"
RMSprop,152,30,32,0.01,0.9412,2.0834,"RMSprop, 152, 30, 32, 0.01"
RMSprop,152,50,32,0.01,0.9523,1.8723,"RMSprop, 152, 50, 32, 0.01"
RMSprop,152,70,32,0.01,0.9634,1.6612,"RMSprop, 152, 70, 32, 0.01"
RMSprop,152,90,32,0.01,0.9745,1.4501,"RMSprop, 152, 90, 32, 0.01"
RMSprop,152,110,32,0.01,0.9856,1.239,"RMSprop, 152, 110, 32, 0.01"
RMSprop,152,1,64,0.01,0.1834,2.2867,"RMSprop, 152, 1, 64, 0.01"
RMSprop,152,2,64,0.01,0.2945,2.3967,"RMSprop, 152, 2, 64, 0.01"
RMSprop,152,4,64,0.01,0.4056,2.5068,"RMSprop, 152, 4, 64, 0.01"
RMSprop,152,6,64,0.01,0.5167,2.6179,"RMSprop, 152, 6, 64, 0.01"
RMSprop,152,8,64,0.01,0.6278,2.729,"RMSprop, 152, 8, 64, 0.01"
RMSprop,152,10,64,0.01,0.7389,2.8401,"RMSprop, 152, 10, 64, 0.01"
RMSprop,152,30,64,0.01,0.9612,2.0634,"RMSprop, 152, 30, 64, 0.01"
RMSprop,152,50,64,0.01,0.9723,1.8523,"RMSprop, 152, 50, 64, 0.01"
RMSprop,152,70,64,0.01,0.9834,1.6412,"RMSprop, 152, 70, 64, 0.01"
RMSprop,152,90,64,0.01,0.9945,1.4301,"RMSprop, 152, 90, 64, 0.01"
RMSprop,152,110,64,0.01,0.9956,1.219,"RMSprop, 152, 110, 64, 0.01"
SGD,152,1,8,0.001,0.1123,2.3456,"SGD, 152, 1, 8, 0.001"
SGD,152,2,8,0.001,0.1145,2.3434,"SGD, 152, 2, 8, 0.001"
SGD,152,4,8,0.001,0.119,2.3389,"SGD, 152, 4, 8, 0.001"
SGD,152,6,8,0.001,0.1256,2.3312,"SGD, 152, 6, 8, 0.001"
SGD,152,8,8,0.001,0.1345,2.319,"SGD, 152, 8, 8, 0.001"
SGD,152,10,8,0.001,0.1456,2.3023,"SGD, 152, 10, 8, 0.001"
SGD,152,30,8,0.001,0.2312,2.1223,"SGD, 152, 30, 8, 0.001"
SGD,152,50,8,0.001,0.2978,1.9223,"SGD, 152, 50, 8, 0.001"
SGD,152,70,8,0.001,0.3545,1.7612,"SGD, 152, 70, 8, 0.001"
SGD,152,90,8,0.001,0.4012,1.639,"SGD, 152, 90, 8, 0.001"
SGD,152,110,8,0.001,0.4378,1.5556,"SGD, 152, 110, 8, 0.001"
SGD,152,1,16,0.001,0.1145,2.3434,"SGD, 152, 1, 16, 0.001"
SGD,152,2,16,0.001,0.1167,2.3412,"SGD, 152, 2, 16, 0.001"
SGD,152,4,16,0.001,0.1212,2.3367,"SGD, 152, 4, 16, 0.001"
SGD,152,6,16,0.001,0.1278,2.329,"SGD, 152, 6, 16, 0.001"
SGD,152,8,16,0.001,0.1367,2.3178,"SGD, 152, 8, 16, 0.001"
SGD,152,10,16,0.001,0.1478,2.3023,"SGD, 152, 10, 16, 0.001"
SGD,152,30,16,0.001,0.2334,2.1223,"SGD, 152, 30, 16, 0.001"
SGD,152,50,16,0.001,0.299,1.9223,"SGD, 152, 50, 16, 0.001"
SGD,152,70,16,0.001,0.3556,1.7612,"SGD, 152, 70, 16, 0.001"
SGD,152,90,16,0.001,0.4023,1.6389,"SGD, 152, 90, 16, 0.001"
SGD,152,110,16,0.001,0.4389,1.5556,"SGD, 152, 110, 16, 0.001"
SGD,152,1,32,0.001,0.1167,2.3412,"SGD, 152, 1, 32, 0.001"
SGD,152,2,32,0.001,0.1189,2.339,"SGD, 152, 2, 32, 0.001"
SGD,152,4,32,0.001,0.1234,2.3345,"SGD, 152, 4, 32, 0.001"
SGD,152,6,32,0.001,0.1301,2.3267,"SGD, 152, 6, 32, 0.001"
SGD,152,8,32,0.001,0.139,2.3145,"SGD, 152, 8, 32, 0.001"
SGD,152,10,32,0.001,0.1501,2.2989,"SGD, 152, 10, 32, 0.001"
SGD,152,30,32,0.001,0.2356,2.1189,"SGD, 152, 30, 32, 0.001"
SGD,152,50,32,0.001,0.3012,1.9189,"SGD, 152, 50, 32, 0.001"
SGD,152,70,32,0.001,0.3578,1.7578,"SGD, 152, 70, 32, 0.001"
SGD,152,90,32,0.001,0.4045,1.6356,"SGD, 152, 90, 32, 0.001"
SGD,152,110,32,0.001,0.4412,1.5523,"SGD, 152, 110, 32, 0.001"
SGD,152,1,64,0.001,0.1189,2.339,"SGD, 152, 1, 64, 0.001"
SGD,152,2,64,0.001,0.1212,2.3367,"SGD, 152, 2, 64, 0.001"
SGD,152,4,64,0.001,0.1256,2.3312,"SGD, 152, 4, 64, 0.001"
SGD,152,6,64,0.001,0.1323,2.3234,"SGD, 152, 6, 64, 0.001"
SGD,152,8,64,0.001,0.1412,2.3112,"SGD, 152, 8, 64, 0.001"
SGD,152,10,64,0.001,0.1523,2.2945,"SGD, 152, 10, 64, 0.001"
SGD,152,30,64,0.001,0.2378,2.1145,"SGD, 152, 30, 64, 0.001"
SGD,152,50,64,0.001,0.3034,1.9145,"SGD, 152, 50, 64, 0.001"
SGD,152,70,64,0.001,0.3601,1.7534,"SGD, 152, 70, 64, 0.001"
SGD,152,90,64,0.001,0.4067,1.6312,"SGD, 152, 90, 64, 0.001"
SGD,152,110,64,0.001,0.4434,1.5489,"SGD, 152, 110, 64, 0.001"
SGD,152,1,8,0.0025,0.509,1.8432,"SGD, 152, 1, 8, 0.0025"
SGD,152,2,8,0.0025,0.6214,1.5692,"SGD, 152, 2, 8, 0.0025"
SGD,152,4,8,0.0025,0.7318,1.2993,"SGD, 152, 4, 8, 0.0025"
SGD,152,6,8,0.0025,0.8183,1.0895,"SGD, 152, 6, 8, 0.0025"
SGD,152,8,8,0.0025,0.8762,0.9467,"SGD, 152, 8, 8, 0.0025"
SGD,152,10,8,0.0025,0.9065,0.8534,"SGD, 152, 10, 8, 0.0025"
SGD,152,30,8,0.0025,0.9591,0.6068,"SGD, 152, 30, 8, 0.0025"
SGD,152,50,8,0.0025,0.9736,0.5032,"SGD, 152, 50, 8, 0.0025"
